,sentiment,content
18299,neutral,got nail done n already mess alexandra love
18300,neutral,mention well grand cancel due weather
18301,worry,mention drank much
18302,worry,mention origin non yahoo acc delete got bought bad receive yahoo spam
18303,worry,sad cut pink tree notice left today get bet
18304,worry,dont wanna go mississippi ugh tea home upset
18305,worry,sum softball loss girl good
18306,neutral,mention happen
18307,relief,mention actual post say nd th nevermind
18308,sadness,pm fri night amp sit home alon
18309,surprise,mention name jack dawson amp die titan c move mileyim watch rite amaze tell leo ilovehim
18310,sadness,touch pinch nipple acid tri fix top
18311,worry,mention nice ever get ex
18312,sadness,lost work nt happy right sloanster
18313,worry,mention know never answer
18314,sadness,feel right hope feel pas stupid stomach
18315,neutral,mention guest
18316,worry,wanna go home
18317,sadness,file disc work rip
18318,empty,glenn bore glad beauty day mac went swim sri play golf sat home wait
18319,sadness,really sick tire body resist rest
18320,sadness,mention exit new push daisy episode make much work final gotten cancel
18321,neutral,bg tri save cash next month vacant
18322,neutral,work hour
18323,worry,mention always forget cometh travel newark airport
18324,worry,marley cri ball throw keep eye door
18325,sadness,saddest move ever seen
18326,happiness,go suffolk tomorrow howe mb amp plan picnic mall friend neil amp jodi
18327,worry,life went get ticket time low sold anyone got spare wanna sell
18328,worry,miser boredom
18329,worry,bleach feel people fever whole body hurt ml
18330,sadness,mention oh ok thank dont know courteous id either learn though twitter stole pic hate
18331,worry,mention mention mention always ppl person hid behind bad self confide long anth
18332,sadness,compute die soon much virus virus scanner cant find
18333,sadness,think get cold
18334,worry,mention sorry good day cheer though day define
18335,worry,miss baby duck
18336,worry,lie last weekend said would get upset inform
18337,worry,stress mood
18338,worry,window user tip make default instal take gb knew would big sure
18339,worry,mention noo helena really want see soo badly im biggest fan dont make cri
18340,worry,mention oh bad get sick much heat
18341,sadness,mention worry dad aw suck work saturday morn studi exam
18342,surprise,ok jeff look like black eye
18343,sadness,mention cant come tonight argue want tho fun us well def see morrow nite tho
18344,worry,okay hail really gone everyone keep prayer
18345,worry,school done already hurt much see every day
18346,surprise,mention oh god soon sad
18347,worry,f twitter support message phone want all twit away poo twitter
18348,neutral,like quit smoke september last year year hope one day miss univel whine
18349,sadness,upset right like even formal complete thought
18350,worry,mention oh hope get soon love miss wait see
18351,sadness,mention hang tennessee
18352,worry,im wear certain tye dye shirt moment miss counterpart
18353,sadness,really ill moment
18354,neutral,final lost fm
18355,worry,beast mention twitpic beast mention
18356,sadness,mile away
18357,relief,stand vat winter nobody sit insane hit double play though
18358,worry,mention shame job thought work big money paid
18359,surprise,phone went toilet truth surprise happen sooner
18360,surprise,oh god jo marc anthony old school graduate right back upset
18361,neutral,matt writer first bat fly rf
18362,worry,mention late cuppa
18363,sadness,go work people parti go home visit grandma sad
18364,neutral,way orlando rain
18365,fun,mention soon ppl tell went tone show ive dream meet embarrass lil laugh loud
18366,neutral,friday job weekend
18367,neutral,drunk mess scare honest
18368,hate,first day summer suck overcast cold summer
18369,neutral,mention
18370,neutral,mention
18371,relief,natal finish work amaze peanut butter sandwich ever love miss facet
18372,hate,tell chri stop make fun lizzie
18373,worry,well love complete flatten back injury got weekend
18374,sadness,poor mention mom told look like hooker skirt short degree
18375,happiness,mention good job wish work zoo
18376,worry,wo nobody inside move theater vermin ppl shut scarf
18377,happiness,homework go bed leave tomorrow morn work wont till
18378,worry,gdr phone brand new might add keep switch other say
18379,sadness,boyfriend friend tonight know even
18380,neutral,mention musawi great rep go vitro
18381,sadness,start least favourite chore mop floor
18382,surprise,went see today disappoint sad almost made cri thought suppose funny
18383,worry,mention parco suck sorry pup lost puppy parco mani moon back still sad hope better soon
18384,neutral,one time go self away ask one principle mourner wake
18385,sadness,poor pretty yay phil
18386,worry,go look bunch open home today get feel market think got lot save
18387,enthusiasm,watch p love eat chine food el home alon friday night
18388,worry,today good people friday attitude good
18389,sadness,back hurt heat pad stupid ladder collapse make fall back bum
18390,neutral,mention are get
18391,hate,mention ouch use hate iraq caller tri record get bed etc
18392,worry,poor little mth old taken hospital yesterday spring feed home want drink
18393,worry,ah macbook pro get friction hot sit table noth
18394,hate,ugh plane delay due weather stuck noth hour kill
18395,worry,oh plea dont
18396,sadness,damn plan cancel noth friday night home
18397,worry,wow pm roll around really fast accomplish one thing list today
18398,sadness,got back day test hospital go start chem monday
18399,sadness,cant believe er
18400,sadness,want go see street dream play anywhere near
18401,worry,mention really oh sorry laugh loud
18402,neutral,lil sister graduate grow quick
18403,worry,say
18404,sadness,macbook pro sit close poor macbook sham plastic face side
18405,worry,mention that seen till hour normal sleep miss mad aha
18406,worry,work friday night
18407,sadness,mention understand long hour
18408,sadness,big sad face bing work phone take regular mobil live search
18409,sadness,mention yeah total unfair flame everywhere
18410,neutral,find tom price tweeterwal
18411,worry,freak afraid manage stick foot mouth scare yet noth person
18412,surprise,man test tell want come say tire laugh loud da punk say bring redburn fc
18413,empty,put fuck mohawk son head kill vibe always
18414,neutral,mention mm
18415,worry,go watch downtown hope sad
18416,hate,pain poor hate sun
18417,empty,mention
18418,worry,found ann brother die unexpectedly warm thought go family
18419,love,wanna move back pennsylvania
18420,relief,move first load stuff mention garage storage round two guy move new place monday
18421,sadness,well move night spoilt crack disk happy gone time sleep
18422,sadness,mention noth aim join sorry
18423,sadness,mention yeah
18424,neutral,mention feel aw last night
18425,happiness,night night twit im glad wake saturday work printer broke though
18426,worry,bed all sleep blood bipolar
18427,worry,dont believe eye say browser oh god oh god oh god
18428,empty,sit noth stuck hous day intent cometh never work
18429,worry,miss old phone work good drop want new one birthday
18430,neutral,mention thank kinda bittersweet though
18431,fun,launch fit video blow mention next week feature polar watch afford mention week video every day
18432,worry,mention sorry rb p
18433,sadness,thank good sen payment aussi dollar strong
18434,neutral,dinner scoop said goodbye senior trip
18435,neutral,mention shape la nite
18436,worry,mention really want one free weekend month book client mama need make money
18437,sadness,mention hurt sunshine weekend get play sad
18438,sadness,long day marine even show sad tomorrow last ever welsh college show
18439,sadness,mention ok true plus insult say insult tri cheer
18440,neutral,former pawnshop jimi hendrix got st guitar seattle check cash joint
18441,sadness,hit bar two people lame tonight
18442,relief,super frustrate take one love love paul
18443,worry,grass fed beef burger salt mushroom cheddar wheat bun along salad yum poor kim still feel well
18444,worry,still sick bout play p till laker game start
18445,worry,without assist next week
18446,worry,start get head ach uugghh
18447,worry,busi work new kit couple interview done yea weekend pray uncle still young massive stroke
18448,worry,want sit home prom night someone hang
18449,worry,print opera give much better result print pdf name stain pdf always gotta compromise
18450,sadness,mention p wish come tonight
18451,worry,get message account suspend far know violet term contact twitter
18452,worry,mention research could find specify thing wanna drive outrun
